,bpm,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,track_name,artist(s)_name
391,0.3829787234042553,0.6986301369863015,0.7956989247311829,0.27710843373493976,0.903225806451613,0.0,0.05454545454545454,0.016129032258064516,Jingle Bell Rock,Bobby Helms
392,0.1985815602836879,0.1643835616438356,0.3655913978494624,0.10843373493975902,0.9784946236559141,0.0,0.47272727272727266,0.016129032258064516,It's Beginning To Look A Lot Like Christmas,Michael Bublï¿
393,0.4822695035460993,0.3150684931506849,0.5268817204301076,0.5903614457831325,0.05376344086021506,0.0,0.49090909090909085,0.25806451612903225,Santa Tell Me,Ariana Grande
394,0.9716312056737589,0.0136986301369863,0.7741935483870969,0.5542168674698795,0.8279569892473119,0.0,0.16363636363636364,0.03225806451612903,It's the Most Wonderful Time of the Year,Andy Williams
395,0.4893617021276595,0.30136986301369867,0.7311827956989249,0.1204819277108434,0.9784946236559141,0.0,0.2727272727272727,0.03225806451612903,Let It Snow! Let It Snow! Let It Snow!,Dean Martin
396,0.2836879432624113,0.6712328767123288,0.3118279569892473,0.4457831325301205,0.5161290322580645,0.0,0.1090909090909091,0.016129032258064516,Snowman,Sia
397,0.6737588652482268,0.38356164383561636,0.6989247311827957,0.8072289156626506,0.0,0.0,0.3272727272727272,0.04838709677419355,Underneath the Tree,Kelly Clarkson
398,0.5886524822695035,0.3698630136986301,0.989247311827957,0.819277108433735,0.5053763440860215,0.0,0.5636363636363636,0.03225806451612903,Feliz Navidad,Josï¿½ï¿½ Felic
399,0.6099290780141843,0.5753424657534247,0.7096774193548389,0.3975903614457832,0.935483870967742,0.0,0.1090909090909091,0.03225806451612903,Holly Jolly Christmas,Michael Bublï¿
400,0.6879432624113474,0.6027397260273972,0.903225806451613,0.4819277108433735,0.5483870967741936,0.0,0.1090909090909091,0.03225806451612903,Mistletoe,Justin Bieber
401,0.1914893617021276,0.4109589041095891,0.860215053763441,0.7590361445783134,0.4301075268817205,0.0,0.5272727272727272,0.016129032258064516,Sleigh Ride,The Ronettes
402,0.6170212765957447,0.5753424657534247,0.33333333333333337,0.6144578313253013,0.4731182795698925,0.19780219780219782,0.3272727272727272,0.08064516129032258,Seek & Destroy,SZA
403,0.0,0.6575342465753424,0.5483870967741936,0.14457831325301204,0.913978494623656,0.0,0.18181818181818182,0.0967741935483871,Love Language,SZA
404,0.6028368794326241,0.6849315068493151,0.7204301075268819,0.6626506024096386,0.5698924731182796,0.0,0.5272727272727272,0.1129032258064516,Used (feat. Don Toliver),"SZA, Don Toliver"
405,0.524822695035461,0.1780821917808219,0.1935483870967742,0.01204819277108432,0.903225806451613,0.0,0.14545454545454545,0.03225806451612903,The Christmas Song (Merry Christmas To You) - Remastered 1999,Nat King Cole
406,0.21276595744680848,0.7123287671232876,0.7526881720430109,0.5301204819277109,0.38709677419354843,0.0,0.1090909090909091,0.016129032258064516,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney
407,0.42553191489361697,0.5342465753424657,0.5913978494623657,0.3493975903614458,0.903225806451613,0.03296703296703297,0.14545454545454545,0.04838709677419355,Ghost in the Machine (feat. Phoebe Bridgers),"SZA, Phoebe Bridgers"
408,0.25531914893617025,0.6712328767123288,0.9354838709677421,0.8795180722891568,0.15053763440860216,0.0,0.18181818181818182,0.016129032258064516,Merry Christmas Everyone,Shakin' Stevens
409,0.5531914893617021,0.5068493150684932,0.881720430107527,0.21686746987951808,0.946236559139785,0.0,0.5636363636363636,0.06451612903225806,Let It Snow! Let It Snow! Let It Snow!,"Frank Sinatra, B. Swanson Quartet"
410,0.3829787234042553,0.38356164383561636,0.5053763440860216,0.6265060240963856,0.7204301075268817,0.0,0.1090909090909091,0.33870967741935487,SOS,SZA
411,0.09219858156028371,0.6027397260273972,0.1935483870967742,0.5421686746987953,0.8172043010752689,0.01098901098901099,0.21818181818181817,0.22580645161290322,Open Arms (feat. Travis Scott),"SZA, Travis Scott"
412,0.21985815602836878,0.0,0.16129032258064518,0.13253012048192772,0.9784946236559141,0.0,0.6727272727272727,0.016129032258064516,White Christmas,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers"
413,0.8156028368794327,0.38356164383561636,0.89247311827957,0.5301204819277109,0.38709677419354843,0.0,0.2727272727272727,0.03225806451612903,Driving Home for Christmas - 2019 Remaster,Chris Rea
414,0.43262411347517726,0.1506849315068493,0.33333333333333337,0.746987951807229,0.41935483870967744,0.0,0.09090909090909091,0.04838709677419355,Christmas (Baby Please Come Home),Darlene Love
415,0.6028368794326241,0.27397260273972596,0.40860215053763443,0.3614457831325302,0.6129032258064516,0.0,0.21818181818181817,0.06451612903225806,Gone Girl,SZA
416,0.17730496453900713,0.4109589041095891,0.46236559139784944,0.7228915662650603,0.09677419354838711,0.0,0.5636363636363636,0.03225806451612903,F2F,SZA
417,0.6737588652482268,0.6712328767123288,0.7956989247311829,0.6506024096385543,0.3010752688172043,0.0,0.14545454545454545,0.16129032258064516,Notice Me,SZA
